ID	Name	Type	Orig	New Morph	New Obj Type	LType	LCode	LValue	LMorph	Bar	Ring	
F01141	IC 3536	galaxy--unclassified		SAc	S	G	4.9 ± 2.3	4.9	Sc			
F00993	IC 3540	galaxy--lenticular	S0	S0	L	G	-2.1 ± 1.1	-2.1	S0		R	
F00995	IC 3574	galaxy--elliptical	E3	E3	E	G	-5.0 ± 5.0	-5	E?			
F00989	IC 3578	galaxy--unclassified	SAc	SAc	S	G	5.2 ± 2.9	5.2	Sc			
F00667	IC 3582	galaxy--spiral	Sab	SAab	S	G	2.0 ± 0.5	2	Sab			
F00999	IC 3583	irregular-galaxy	Im	Im	X	G	9.6 ± 1.1	9.6	IB	B		
F00994	IC 3586	galaxy--lenticular	S0	E-S0	L	G	-3.0 ± 1.8	-3	E-S0			
F01143	IC 3598	galaxy--spiral	Sab	SAab	S	G	1.9 ± 0.5	1.9	Sab		R	
F01144	IC 3621	galaxy--unclassified		S0-a	L	G	-0.2 ± 3.9	-0.2	S0-a			
F00991	IC 3633	galaxy--elliptical	E3	E3	E	G	-5.0 ± 1.2	-5	E			
F01598	IC 3653	galaxy--elliptical	E3	E3	E	G	-5.0 ± 1.0	-5	E			
F01002	IC 3665	irregular-galaxy	Im	Im	X	G	9.8 ± 0.5	9.8	I			
F01001	IC 3672	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.4	-4.9	E			
F01007	IC 3694	galaxy--spiral	Sbc	SAbc	S	G	4.3 ± 2.2	4.3	Sbc			
F01006	IC 3698	galaxy--spiral	Sc	SAc	S	G	5.2 ± 2.5	5.2	Sc			
F01601	IC 3702	barred-spiral	SBc	SBc	B	G	5.2 ± 2.5	5.2	SBc	B		
F01600	IC 3727	galaxy--unclassified		SAc	S	G	5.2 ± 2.6	5.2	Sc			
F01342	IC 373	galaxy--unclassified		S0-a	L	G	-0.8 ± 1.1	-0.8	S0-a	B		
F01145	IC 3735	dwarf-galaxy	dE	E4	E	G	-3.9 ± 1.7	-3.9	E			
F00268	IC 3742	barred-spiral	SB	SBc	B	G	5.6 ± 1.4	5.6	SBc	B		
F01599	IC 3742	barred-spiral	SB	SBc	B	G	5.6 ± 1.4	5.6	SBc	B		
F01146	IC 3806	galaxy--unclassified		SAa	S	G	1.3 ± 1.7	1.3	Sa			
D01313	IC 3896	galaxy--elliptical	E3	E3	E	G	-4.8 ± 0.6	-4.8	E			
F00283	IC 3900	galaxy--elliptical	E/S0	S0	L	G	-2.2 ± 0.7	-2.2	S0	B		
D02541	IC 391	galaxy--spiral	SAc	SAc	S	G	5.0 ± 0.4	5	Sc			
F00289	IC 3913	galaxy--lenticular	S0	SABc	I	G	6.6 ± 2.4	6.6	SABc	B		
F00672	IC 3943	galaxy--spiral	Sa	S0	L	G	-2.4 ± 2.1	-2.4	S0			
F00678	IC 3946	galaxy--lenticular	S0	S0	L	G	-2.2 ± 0.8	-2.2	S0			
F00679	IC 3947	galaxy--lenticular	S0	S0	L	G	-2.2 ± 0.8	-2.2	S0			
F00677	IC 3949	galaxy--unclassified		S0	L	G	-1.6 ± 1.1	-1.6	S0			
F00696	IC 3955	galaxy--spiral	Sa	S0	L	G	-2.1 ± 0.5	-2.1	S0	B		
F01117	IC 3956	galaxy--elliptical	E2	E2	E	G	-5.0 ± 2.6	-5	E		R	
F00680	IC 3957	galaxy--elliptical	E0	E0	E	G	-4.4 ± 1.2	-4.4	E			
F00681	IC 3959	galaxy--elliptical	E2	E3	E	G	-4.9 ± 0.5	-4.9	E			
F00676	IC 3960	barred-spiral	SB0	S0	L	G	-2.2 ± 0.7	-2.2	S0	B		
F00683	IC 3960	barred-spiral	SB0	S0	L	G	-2.2 ± 0.7	-2.2	S0	B		
F00293	IC 3961	galaxy--spiral		SAm	S	G	9.0 ± 0.6	9	Sm	B		
F00682	IC 3963	barred-spiral	SBa	S0	L	G	-2.2 ± 0.8	-2.2	S0	B		
F00693	IC 3968	galaxy--spiral	Sa:	E-S0	L	g	-3.3 ± 1.6	-3.3	E-S0			PGC 44598
F00685	IC 3973	barred-spiral	SBa	S0	L	G	-1.9 ± 0.5	-1.9	S0	B	R	
F00684	IC 3976	galaxy--lenticular	S0	E3	E	G	-4.2 ± 1.2	-4.2	E			
F00691	IC 3998	barred-spiral	SB0	S0	L	G	-2.1 ± 0.5	-2.1	S0	B		
F00709	IC 4011	galaxy--elliptical	E1	E3	E	G	-4.7 ± 0.8	-4.7	E			
F00708	IC 4011	galaxy--lenticular	S0	E3	E	G	-4.7 ± 0.8	-4.7	E			
F00701	IC 4012	galaxy--elliptical	E4	E3	E	G	-4.8 ± 0.8	-4.8	E			
F01120	IC 4013	galaxy--unclassified		E3?	E	G	-5.0 ± 5.0	-5	E?			
F00703	IC 4021	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.5	-4.9	E			
F00704	IC 4026	barred-spiral	SB0	S0	L	G	-2.4 ± 0.9	-2.4	S0	B		
F00715	IC 4030	barred-spiral	SB0	S0	L	g	-2.3 ± 1.4	-2.3	S0			PGC 44763
F00712	IC 4033	galaxy--unclassified		S0	L	G	-2.5 ± 1.4	-2.5	S0		R	
F00705	IC 4040	galaxy--spiral	Scd	SABc	I	G	7.3 ± 1.8	7.3	SABc	B		
F00713	IC 4041	galaxy--lenticular	S0	E3	E	G	-4.6 ± 1.1	-4.6	E			
F00714	IC 4042	barred-spiral	SB0	S0	L	G	-1.9 ± 0.5	-1.9	S0	B		
F00700	IC 4045	galaxy--elliptical	E4	E3	E	G	-4.2 ± 1.9	-4.2	E			
F00707	IC 4051	galaxy--elliptical	E3	E3	E	G	-4.7 ± 0.5	-4.7	E			
F01123	IC 4077	galaxy--unclassified		SBbc	B	G	4.3 ± 2.6	4.3	SBbc	B		
F00723	IC 4106	galaxy--spiral	Sp	S0-a	L	G	-0.3 ± 1.6	-0.3	S0-a	B	R	
F00724	IC 4111	galaxy--lenticular	S0	S0	L	G	-2.3 ± 1.2	-2.3	S0			
D02542	IC 421	barred-spiral	SBb	SAbc	S	G	4.0 ± 0.6	4	Sbc	B	R	
D01342	IC 4214	barred-spiral	SBa	SBa	B	G	1.4 ± 1.4	1.4	SBa	B	R	
D02586	IC 4219	galaxy--spiral	Sb	SBb	B	G	3.1 ± 0.6	3.1	SBb	B		
F00777	IC 4222	barred-spiral	SBab	SBab	B	G	2.3 ± 1.6	2.3	SBab	B		
F00310	IC 4237	galaxy--spiral	Sc	SBbc	B	G	3.5 ± 0.9	3.5	SBbc	B	R	
F00315	IC 4248	galaxy--spiral	Sa	SAc	S	G	5.0 ± 3.6	5	Sc			
F00312	IC 4251	galaxy--spiral	S0:r	SBa	B	G	0.7 ± 2.6	0.7	SBa	B	R	
F01154	IC 4263	galaxy--unclassified		SBcd	B	G	6.6 ± 0.7	6.6	SBcd	B		
D02587	IC 4296	galaxy--elliptical	E1	E3	E	G	-4.9 ± 0.3	-4.9	E			
F00510	IC 4299	galaxy--spiral	Sa	SAa	S	G	1.0 ± 0.4	1	Sa	B		
F00327	IC 4327	galaxy--spiral		SAc	S	G	4.8 ± 0.7	4.8	Sc	B		
F00325	IC 4329	galaxy--elliptical	Es	E-S0	L	G	-3.0 ± 0.4	-3	E-S0	B		
F00331	IC 4336	galaxy--spiral	Sb	SAb	S	G	3.1 ± 0.5	3.1	Sb	B		
D02588	IC 4351	galaxy--spiral	Sc	SAb	S	G	3.3 ± 0.7	3.3	Sb			
F01157	IC 4356	galaxy--unclassified		S0	L	G	-2.0 ± 2.0	-2	S0			
F01074	IC 4366	seyfert-galaxy	Sc	SAc	S	G	5.0 ± 0.3	5	Sc	B	R	
D02544	IC 438	galaxy--spiral	Sc	SABc	I	G	5.0 ± 0.4	5	SABc	B	R	
D02589	IC 4386	barred-spiral	SBc	SAd	S	G	8.0 ± 0.5	8	Sd	B		
F00511	IC 4387	galaxy--unclassified		SABm	I	G	9.0 ± 0.5	9	SABm	B		
D02590	IC 4402	galaxy--spiral	Sb	SAb	S	G	3.2 ± 0.6	3.2	Sb			
F01383	IC 4441	galaxy--unclassified		SAc	S	G	4.5 ± 2.2	4.5	Sc			
D01370	IC 4444	galaxy--spiral	SABb	SABb	I	G	4.0 ± 0.2	4	SABb	B		
F00882	IC 4537	galaxy--unclassified		S0-a	L	G	-1.0 ± 2.0	-1	S0-a			
D02591	IC 4538	galaxy--spiral	Sc	SABc	I	G	5.1 ± 0.5	5.1	SABc	B		
F00076	IC 455	galaxy--spiral	S0	S0	L	G	-2.0 ± 0.4	-2	S0			
D02546	IC 456	barred-spiral	SB0	S0	L	G	-1.8 ± 0.9	-1.8	S0	B		
D02592	IC 4562	galaxy--elliptical	E3	E3	E	G	-5.0 ± 0.4	-5	E			
F00512	IC 4564	galaxy--unclassified		SAc	S	G	5.0 ± 1.2	5	Sc			
F00513	IC 4565	galaxy--unclassified		SAc	S	G	4.9 ± 2.3	4.9	Sc			
F00514	IC 4566	galaxy--unclassified		SAb	S	G	2.5 ± 0.8	2.5	Sb	B		
F00515	IC 4567	galaxy--unclassified		SAc	S	G	5.6 ± 0.9	5.6	Sc			
F01491	IC 4600	galaxy--spiral	S0a	S0-a	L	G	-0.2 ± 1.5	-0.2	S0-a			
F00772	IC 4617	galaxy--spiral	Sbc	SAbc	S	G	4.0 ± 2.0	4	Sbc		R	
D02596	IC 4633	galaxy--spiral	Sc	SAc	S	G	6.0 ± 0.5	6	Sc	B	R	
F00516	IC 4635	galaxy--unclassified		SABb	I	G	3.4 ± 1.0	3.4	SABb	B		
D02597	IC 4646	galaxy--spiral	Sb	SAc	S	G	4.7 ± 0.8	4.7	Sc			
D01453	IC 4662	dwarf-galaxy	dIrr	IBm	X	G	9.7 ± 0.4	9.7	IB	B		
D02547	IC 467	galaxy--spiral	Sc	SABc	I	G	5.2 ± 0.6	5.2	SABc	B	R	
D02600	IC 4704	galaxy--lenticular	E/S0	E-S0	L	G	-3.0 ± 0.4	-3	E-S0			
F00520	IC 4705	galaxy--unclassified	SABb	SBa	B	G	1.2 ± 1.0	1.2	SBa	B		
F00521	IC 4712	galaxy--spiral	Sb	SAbc	S	G	3.9 ± 0.6	3.9	Sbc			
F00825	IC 4720	galaxy--spiral	Sb	SBc	B	G	6.2 ± 1.1	6.2	SBc	B		
D01459	IC 4721	galaxy--spiral	Sb	SBc 	B	G	5.9 ± 0.5	5.9	SBc	B		
F00413	IC 4751	barred-spiral	SB0	S0	L	G	-2.0 ± 0.4	-2	S0	B		
F00414	IC 4753	galaxy--elliptical		E3	E	G	-4.5 ± 1.5	-4.5	E			
F00522	IC 4759	irregular-galaxy	Irr/S0	Im + Im	X	G	10.0 ± 1.4	10	I			
F00523	IC 4764	galaxy--spiral	SAa	SAa	S	G	0.8 ± 2.0	0.8	Sa			
D01461	IC 4765	galaxy--elliptical	E3	E3	E	G	-3.9 ± 0.6	-3.9	E			
F00524	IC 4766	galaxy--lenticular	S0	S0-a	L	G	-1.1 ± 0.6	-1.1	S0-a		R	
F00525	IC 4767	galaxy--lenticular	S0	S0-a	L	G	-1.1 ± 0.6	-1.1	S0-a			
F00526	IC 4769	barred-spiral	SBc	SBbc	B	G	3.7 ± 0.9	3.7	SBbc	B		
F00527	IC 4770	galaxy--spiral	SAa	SABa	I	G	1.3 ± 1.1	1.3	SABa	B		
F00528	IC 4771	galaxy--spiral	SAc	SAc	S	G	4.9 ± 0.5	4.9	Sc			
F00898	IC 4796	galaxy--lenticular	S0	S0	L	G	-1.9 ± 0.5	-1.9	S0	B		
D01466	IC 4797	galaxy--elliptical	E5	E3	E	G	-3.9 ± 0.9	-3.9	E			
F00416	IC 4806	galaxy--spiral	Sb:	SAb	S	G	3.0 ± 0.5	3	Sb			
D02601	IC 4813	galaxy--spiral	Sc?	SAc?	S	G	4.5	4.5				
F01345	IC 482	galaxy--unclassified		SABb	I	G	3.0 ± 2.0	3	SABb	B		
D01464	IC 4820	galaxy--spiral	SAcd	SAcd	S	G	7.2 ± 0.6	7.2	Scd	B		
F00827	IC 4823	galaxy--unclassified		S0-a	L	G	0.0 ± 2.0	0	S0-a			
F00826	IC 4826	galaxy--spiral	Sa	SAab	S	G	1.9 ± 0.5	1.9	Sab			
F00529	IC 4828	galaxy--unclassified		SAbc	S	G	4.2 ± 3.0	4.2	Sbc			
F00899	IC 4829	galaxy--unclassified	SAb	SAb	S	G	3.0 ± 0.5	3	Sb			
D02602	IC 4831	galaxy--spiral	Sa	SBab	B	G	2.0 ± 0.6	2	SBab	B		
F00530	IC 4833	galaxy--unclassified		S?	S	G	4.0 ± 5.0	4	S?			
D02603	IC 4836	barred-spiral	SBc	SBc	B	G	5.2 ± 1.0	5.2	SBc	B		
D02604	IC 4837	galaxy--spiral	Sc:	SBc	B	G	6.0 ± 0.4	6	SBc	B		
F00531	IC 4839	galaxy--spiral	Sc	SAbc	S	G	3.7 ± 0.8	3.7	Sbc	B	R	
F00900	IC 4840	galaxy--spiral	Sb	S0-a	L	G	-0.6 ± 1.3	-0.6	S0-a	B		
F00420	IC 4842	galaxy--elliptical	E3	E3	E	G	-4.9 ± 0.6	-4.9	E			
F00419	IC 4845	barred-spiral	SBb	SBb	B	G	2.9 ± 0.7	2.9	SBb	B	R	
D02605	IC 4852	barred-spiral	SBb	SBc	B	G	4.7 ± 0.6	4.7	SBc	B		
F00421	IC 4856	galaxy--unclassified		IBm	X	G	10.0 ± 0.5	10	IB	B		
F00901	IC 4888	galaxy--lenticular	E/S0	E-S0	L	G	-3.0 ± 0.4	-3	E-S0			
D01477	IC 4889	galaxy--elliptical	E5	E3	E	G	-4.7 ± 0.9	-4.7	E			
D02606	IC 4901	galaxy--spiral	Sc	SABc	I	G	5.1 ± 0.5	5.1	SABc	B		
F00532	IC 4926	galaxy--elliptical	E3	E3	E	G	-3.7 ± 1.4	-3.7	E			
D02607	IC 4931	galaxy--lenticular	S0	E3	E	G	-3.8 ± 0.7	-3.8	E			
D02608	IC 4933	barred-spiral	SBbc	SBbc	B	G	4.0 ± 0.4	4	SBbc	B	R	
F00902	IC 4943	galaxy--elliptical		E3	E	G	-4.9 ± 0.4	-4.9	E			
F00422	IC 4944	galaxy--lenticular	S0	S0-a	L	G	-1.1 ± 0.6	-1.1	S0-a			
D01491	IC 4946	galaxy--spiral	Sa	S0-a	L	G	0.3 ± 0.7	0.3	S0-a	B		
D02609	IC 4956	galaxy--lenticular	S0	E3	E	G	-4.6 ± 1.1	-4.6	E			
F00423	IC 4960	galaxy--spiral	S0a:	S0	L	G	-1.9 ± 0.6	-1.9	S0	B		
F00424	IC 4967	galaxy--elliptical	E/S0	E3	E	G	-5.0 ± 0.5	-5	E			
F00087	IC 497	galaxy--spiral	Sa	SAa	S	G	0.7 ± 2.2	0.7	Sa			
F00425	IC 4970	galaxy--lenticular	E/S0	E-S0	L	G	-3.0 ± 0.5	-3	E-S0			
F01425	IC 4971	galaxy--spiral	Sbc	SAbc	S	G	4.2 ± 3.0	4.2	Sbc			
F00428	IC 4972	galaxy--spiral	S0a	SAb	S	G	2.9 ± 0.7	2.9	Sb			
F00430	IC 4981	irregular-galaxy	Im	Im	X	G	10.0 ± 0.5	10	I			
F00431	IC 4982	galaxy--unclassified		S0-a?	L	G	-2	-2				PGC 64498
F01504	IC 4984	galaxy--spiral	Sab	SAb	S	G	3.3 ± 1.9	3.3	Sb			
F00432	IC 4985	galaxy--lenticular	S0	S?	S	G	1.9 ± 4.8	1.9	S?			
D02610	IC 4991	galaxy--lenticular	S0	S0	L	G	-2.1 ± 0.5	-2.1	S0		R	
F01505	IC 4995	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.5	-2	S0			
F00534	IC 5007	barred-spiral	SBc	SAcd	S	G	6.6 ± 1.0	6.6	Scd	B		
D02611	IC 5013	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.5	-2	S0	B		
D02612	IC 5020	galaxy--spiral	Sc	SAb	S	G	3.4 ± 1.8	3.4	Sb			
D02613	IC 5039	galaxy--spiral	Sc	SAbc	S	G	4.0 ± 1.0	4	Sbc			
D01493	IC 5052	galaxy--spiral	Sc/Ir	SBcd	B	G	7.0 ± 0.5	7	SBcd	B		
D02614	IC 5078	galaxy--spiral	Sbc	SAc	S	G	5.0 ± 0.6	5	Sc			
D02615	IC 5092	barred-spiral	SBc	SBc	B	G	5.5 ± 0.6	5.5	SBc	B		
D01502	IC 5105	galaxy--elliptical	E3	E3	E	G	-3.9 ± 0.7	-3.9	E			
D02616	IC 5110	galaxy--spiral	Sc	SAc	S	G	5.0 ± 2.0	5	Sc			
D02617	IC 5131	barred-spiral	SB0	E-S0	L	G	-2.9 ± 0.5	-2.9	E-S0	B		
D01508	IC 5152	dwarf-galaxy	IAB	IAB	X	G	9.7 ± 0.7	9.7	IAB	B		
D02618	IC 5156	galaxy--spiral	Sb	SBab	B	G	2.2 ± 0.8	2.2	SBab	B		
F01351	IC 5165	barred-spiral	SB:c	SAab	S	G	2.0 ± 0.5	2	Sab	B		
D01520	IC 5179	galaxy--spiral	Sc	SAbc 	S	G	4.0 ± 0.2	4	Sbc			
D02619	IC 5181	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.4	-2	S0			
D01521	IC 5186	galaxy--spiral	Sa	SAb	S	G	2.8 ± 0.7	2.8	Sb	B		
D02548	IC 520	galaxy--spiral	Sa	SABa	I	G	1.7 ± 0.7	1.7	SABa	B	R	
D01519	IC 5201	barred-spiral	SB(rs)cd	SA(rs)c	S	G	6.1 ± 0.6	6.1	Sc	B		
F00635	IC 523	galaxy--spiral		SAab	S	G	2.1 ± 0.5	2.1	Sab			
F00915	IC 5235	galaxy--spiral	S0a	S0-a	L	G	-0.4 ± 2.2	-0.4	S0-a			
F00916	IC 5236	galaxy--lenticular	S0	S0	L	G	-2.2 ± 1.8	-2.2	S0			
D01523	IC 5240	barred-spiral	SB(r)a	SB(r)a	B	G	1.1 ± 0.3	1.1	SBa	B	R	
F01533	IC 5245	galaxy--spiral	S0a	S0-a	L	G	-0.4 ± 2.2	-0.4	S0-a			
F01531	IC 5246	galaxy--spiral	SAc	SAc	S	G	4.6 ± 2.2	4.6	Sc			
F01532	IC 5247	galaxy--spiral	S	SAb	S	G	3.0 ± 2.0	3	Sb			
F01534	IC 5249	barred-spiral	SBcd	SBcd	B	G	6.9 ± 0.6	6.9	SBcd	B		
D01524	IC 5250A	galaxy--lenticular	S0/S0:	E-S0	L	M2	-2.8 ± 2.2	-2.8	E-S0			
F01723	IC 5250B	galaxy--lenticular	S0	S0	L	G	-2.0 ± 0.5	-2	S0			
F00768	IC 5264	galaxy--spiral	Sb	SAab	S	G	2.4 ± 0.8	2.4	Sab			
D01525	IC 5267	galaxy--spiral	SA0/a(s)	S0-a	L	G	-1.1 ± 1.4	-1.1	S0-a			
D02620	IC 5271	galaxy--spiral	Sb	SAb	S	G	3.0 ± 0.6	3	Sb			
D02621	IC 5273	galaxy--spiral	Sb	SBc	B	G	5.6 ± 1.0	5.6	SBc	B		
F00459	IC 5283	galaxy--spiral	Sc	SAc	S	G	6.0 ± 0.5	6	Sc		R	
D00648	IC 529	galaxy--spiral	Sc	SAc	S	G	5.2 ± 0.5	5.2	Sc			
F00473	IC 5309	galaxy--spiral	Sb	SAb	S	G	3.1 ± 0.4	3.1	Sb			
D01537	IC 5325	galaxy--spiral	Sc	SAbc	S	G	4.2 ± 0.5	4.2	Sbc	B		
D01541	IC 5328	galaxy--elliptical	E4	E4	E	G	-4.2 ± 1.1	-4.2	E	B		
D00780	IC 5332	galaxy--spiral	Sc	SABc	I	G	6.8 ± 0.4	6.8	SABc	B		
F01054	IC 5361	galaxy--unclassified		S0	L	G	-2.0 ± 0.5	-2	S0			
F00828	IC 5381	galaxy--unclassified		SABa	I	G	2.0 ± 0.6	2	SABa	B		
F00775	IC 647	galaxy--unclassified	S0-a	S0-a	L	G	-1.0 ± 2.0	-1	S0-a			
D02550	IC 676	barred-spiral	(R)SB(r)0+	S0-a	L	G	-1.2 ± 0.7	-1.2	S0-a	B	R	
F01358	IC 683	galaxy--unclassified		SAbc	S	G	4.0 ± 0.5	4	Sbc			
F00154	IC 696	galaxy--spiral		SAcd	S	G	7.4 ± 1.2	7.4	Scd	B		
F00153	IC 698	galaxy--spiral		S0-a	L	G	-1.4 ± 1.5	-1.4	S0-a			
F01360	IC 699	galaxy--unclassified		SABb	I	G	2.9 ± 0.7	2.9	SABb	B	R	
F01724	IC 732N	irregular-galaxy		Im	X	G	9.8 ± 1.1	9.8	I			PGC 36688
F01372	IC 732S	barred-spiral	SB0	S0-a	L	G	0.0 ± 0.5	0	S0-a			
F00487	IC 749	galaxy--spiral	Sb	SAc	S	G	5.9 ± 0.5	5.9	Sc	B	R	
D02551	IC 750	galaxy--spiral	SAab	SAab	S	G	2.1 ± 0.7	2.1	Sab	B		
F00488	IC 751	galaxy--spiral	Sb	SAb	S	G	2.9 ± 0.6	2.9	Sb	B	R	
F00489	IC 752	barred-spiral	SBc	SBc	B	G	6.0 ± 2.0	6	SBc	B		
F01562	IC 771	barred-spiral	SBc	SBc	B	G	5.6 ± 1.3	5.6	SBc	B		
F00948	IC 773	galaxy--lenticular	S0-Aa	S0-a	L	G	-0.5 ± 1.2	-0.5	S0-a	B		
F00954	IC 775	galaxy--lenticular	E/S0	E-S0	L	G	-3.1 ± 0.5	-3.1	E-S0	B		
F00646	IC 777	barred-spiral	SB	SBb	B	G	2.5 ± 1.6	2.5	SBb	B	R	
F00648	IC 779	galaxy--elliptical		S?	S	G	1.7 ± 6.4	1.7	S?	B	R	
F00647	IC 781	galaxy--lenticular	S0	E-S0	L	G	-3.2 ± 1.8	-3.2	E-S0			
F00653	IC 783	galaxy--unclassified		S0-a	L	G	-0.2 ± 0.8	-0.2	S0-a	B	R	
F01135	IC 787	galaxy--spiral	Sa	SAa	S	G	0.6 ± 1.1	0.6	Sa			
F01134	IC 792	galaxy--spiral	Sb	SAb	S	G	3.2 ± 1.0	3.2	Sb			
F00236	IC 794	galaxy--elliptical	E3	E3	E	G	-4.2 ± 0.7	-4.2	E	B		
F00256	IC 800	galaxy--spiral		SAc	S	G	5.3 ± 1.0	5.3	Sc	B		
F00300	IC 844	galaxy--spiral		S0	L	G	-2.3 ± 0.6	-2.3	S0			
F01080	IC 87	barred-spiral	SBc	SAbc	S	G	4.0 ± 2.0	4	Sbc	B		
F00776	IC 874	barred-spiral	SB...	S0	L	G	-2.0 ± 0.4	-2	S0	B		
F01608	IC 904	galaxy--lenticular	S0/a	S0-a	L	G	-0.4 ± 1.6	-0.4	S0-a			
D00138	M 100	galaxy--spiral	SAB(s)bc	SAB(s)b	I	G	4.0 ± 0.3	4	SABb	B		
D00193	M 101	galaxy--spiral	SAB(rs)cd	SAB(rs)c	I	G	5.9 ± 0.3	5.9	SABc	B		
D00194	M 102	galaxy--lenticular	S0-a	S0-a	L	G	-1.3 ± 0.6	-1.3	S0-a	B		
D00283	M 104	galaxy--spiral	SA(s)a	SA(s)a	S	G	1.1 ± 0.4	1.1	Sa			
D00113	M 105	galaxy--elliptical	E1	E1	E	G	-4.8 ± 0.4	-4.8	E			
D00132	M 106	galaxy--spiral	SAB(s)bc	SA(s)bc	S	G	4.0 ± 0.2	4	Sbc	B		
D00125	M 108	barred-spiral	SB(s)cd	SA(s)c	S	G	5.9 ± 0.5	5.9	Sc	B		
D00126	M 109	barred-spiral	SB(rs)bc, LINER/HII	SA(rs)bc	S	G	4.0 ± 0.2	4	Sbc	B		
D00054	M 110	galaxy--elliptical	E5 pec	E5 pec	E	G	-4.8 ± 0.4	-4.8	E			
D00052	M 31	galaxy--spiral	SA(s)b	SA(s)b	S	G	3.0 ± 0.4	3	Sb			
D00053	M 32	galaxy--elliptical	cE2	cE2	E	G	-4.8 ± 0.4	-4.8	E			
D00020	M 33	galaxy--spiral	SA(s)cd	SAc	S	G	5.9 ± 0.4	5.9	Sc			
D00278	M 49	galaxy--elliptical	E2	E3	E	G	-4.8 ± 0.5	-4.8	E			
D00129	M 51	galaxy--spiral	SA(s)bc pec	SAB(s)b	I	G	4.0 ± 0.3	4	SABb	B		
D00177	M 58	barred-spiral	SAB(rs)b	SA(rs)b	S	G	2.8 ± 0.6	2.8	Sb	B		
D00175	M 59	galaxy--elliptical	E5	E3	E	G	-4.8 ± 0.4	-4.8	E			
D00173	M 60	galaxy--elliptical	E2	E3	E	G	-4.6 ± 0.9	-4.6	E			
D00279	M 61	galaxy--spiral	SAB(rs)bc, HIISy2	SA(rs)bc	S	G	4.0 ± 0.1	4	Sbc	B	R	
D00130	M 63	galaxy--spiral	SA(rs)bc	SA(rs)bc	S	G	4.0 ± 0.2	4	Sbc			
D00146	M 64	galaxy--spiral	(R)SA(rs)ab, HIISy2	SAB(rs)a	I	G	2.2 ± 0.6	2.2	SABa	B		
D00108	M 65	galaxy--spiral	SAB(rs)a, LINER	SA(rs)a	S	G	1.0 ± 0.5	1	Sa	B		
D00109	M 66	galaxy--spiral	SAB(s)b	SA(s)b	S	G	3.1 ± 0.4	3.1	Sb	B		
D00021	M 74	galaxy--spiral	SA(s)c	SA(s)c	S	G	5.2 ± 0.5	5.2	Sc			
D00070	M 77	barred-spiral	(R)SA(rs)b	(R)SA(rs)b	S	G	3.0 ± 0.3	3	Sb			
D00123	M 81	galaxy--spiral	SA(s)ab, LINER	SA(s)ab	S	G	2.4 ± 0.6	2.4	Sab			
D00124	M 82	irregular-galaxy	I0	S?	S	G	7.2 ± 4.1	7.2	S?			
D00122	M 83	galaxy--spiral	SAB(s)c	SA(s)c	S	G	5.0 ± 0.3	5	Sc	B		
D00141	M 84	galaxy--elliptical	E1	E1	E	G	-4.4 ± 1.2	-4.4	E			
D00139	M 85	galaxy--elliptical	SA(s)0+ pec/E2	S0-a pec	L	G	-1.3 ± 0.6	-1.3	S0-a			
D00140	M 86	galaxy--elliptical	S0(3)/E3	E3	E	G	-4.8 ± 0.5	-4.8	E			
D00178	M 87	galaxy--elliptical	E+0-1 pec, NLRG Sy	E1 pec	E	G	-4.3 ± 0.6	-4.3	E			
D00281	M 88	galaxy--spiral	SA(rs)b, HIISy2	SA(rs)b	S	G	3.3 ± 0.6	3.3	Sb			
D00181	M 89	galaxy--elliptical	E, LINER, HIISy2	E3	E	G	-4.6 ± 0.9	-4.6	E			
D00180	M 90	galaxy--spiral	SAB(rs)ab, LINER, Sy	SA(rs)ab	S	G	2.4 ± 0.7	2.4	Sab	B		
D00282	M 91	barred-spiral	SBb(rs)	SA(rs)b	S	G	3.1 ± 0.5	3.1	Sb	B	R	
D00131	M 94	galaxy--spiral	(R)SA(r)ab, LINER	SAB(r)a pec	I	G	2.3 ± 0.8	2.3	SABa	B	R	
D00112	M 95	barred-spiral	SB(r)b	SA(r)b	S	G	3.1 ± 0.4	3.1	Sb	B	R	
D00111	M 96	galaxy--spiral	SAB(rs)ab	SA(rs)ab	S	G	2.1 ± 0.7	2.1	Sab	B	R	
D00136	M 98	galaxy--spiral	SAB(s)ab	SAB(s)b	I	G	2.6 ± 0.8	2.6	SABb	B		
D00137	M 99	galaxy--spiral	SA(s)c	SA(s)c	S	G	5.2 ± 0.7	5.2	Sc			
F01426	NGC 1	galaxy--spiral	Sb	SAb	S	G	3.1 ± 0.4	3.1	Sb			
D01931	NGC 1003	galaxy--spiral	SA(s)cd	SAc	S	G	6.0 ± 0.3	6	Sc			
D01932	NGC 1015	barred-spiral	SBa	SAa	S	G	1.0 ± 0.4	1	Sa	B	R	
D00335	NGC 1022	barred-spiral	(R')SB(s)a	SBa	B	G	1.1 ± 0.4	1.1	SBa	B		
D00336	NGC 1023	galaxy--lenticular	SB(rs)0-	E-S0	L	G	-2.6 ± 0.6	-2.6	E-S0	B		
